Datetime,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Line Number,Cause for Delay,Station Name
1/1/2014 8:49:00,Wednesday,YONGE SHP STATION,MUNOA,6,12,E,SHP,5276,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
1/1/2014 8:55:00,Wednesday,YONGE SHP STATION,MUNOA,12,18,E,SHP,5282,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
1/1/2014 21:28:00,Wednesday,YONGE SHP STATION,MUNOA,5,10,E,SHP,5358,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
1/1/2014 21:49:00,Wednesday,YONGE BD STATION,SUUT,17,22,W,BD,5147,LINE 2,Unauthorized at Track Level,NO MATCH
1/3/2014 23:54:00,Friday,YONGE SHP STATION,MUSC,0,0,E,SHP,5291,LINE 4,Miscellaneous Speed Control,NO MATCH
1/4/2014 6:00:00,Saturday,YONGE BD STATION,MUFM,0,0,W,BD,0,LINE 2,Force Majeure,NO MATCH
1/5/2014 12:44:00,Sunday,YONGE SHP STATION,TUSC,4,10,W,SHP,5352,LINE 4,Operator Overspeeding,NO MATCH
1/5/2014 15:56:00,Sunday,YONGE BD STATION,EUPI,8,13,E,BD,5007,LINE 2,Propulsion System,NO MATCH
1/6/2014 22:20:00,Monday,YONGE SHP STATION,MUSC,0,0,E,SHP,5278,LINE 4,Miscellaneous Speed Control,NO MATCH
1/7/2014 5:34:00,Tuesday,YONGE SHP STATION,MUSC,0,0,E,SHP,5291,LINE 4,Miscellaneous Speed Control,NO MATCH
1/7/2014 8:26:00,Tuesday,YONGE BD STATION,MUIR,0,0,W,BD,0,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
1/8/2014 0:44:00,Wednesday,YONGE SHP STATION,PUSO,5,11,W,SHP,5275,LINE 4,S/E/C Department Other,NO MATCH
1/9/2014 15:50:00,Thursday,YONGE BD STATION,MUIR,4,7,E,BD,5839,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
1/9/2014 17:23:00,Thursday,YONGE SHP STATION,SUEAS,14,19,W,SHP,5272,LINE 4,Emergency Alarm Station Activation,NO MATCH
1/9/2014 20:45:00,Thursday,YONGE BD STATION,SUAE,0,0,E,BD,5933,LINE 2,Assault / Employee Involved,NO MATCH
1/10/2014 5:21:00,Friday,YONGE SHP STATION,TUSC,0,0,E,SHP,5291,LINE 4,Operator Overspeeding,NO MATCH
1/10/2014 20:08:00,Friday,YONGE BD STATION,MUI,0,0,E,BD,0,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
1/12/2014 8:40:00,Sunday,YONGE SHP STATION,MUSC,0,0,E,SHP,5358,LINE 4,Miscellaneous Speed Control,NO MATCH
1/12/2014 8:49:00,Sunday,YONGE SHP STATION,MUSC,0,0,E,SHP,5291,LINE 4,Miscellaneous Speed Control,NO MATCH
1/13/2014 14:21:00,Monday,YONGE BD STATION,PUMST,0,0,E,BD,0,LINE 2,Station Stairway Incident ,NO MATCH
1/13/2014 17:14:00,Monday,YONGE BD STATION,MUD,3,6,E,BD,5886,LINE 2,Door Problems - Passenger Related,NO MATCH
1/14/2014 6:44:00,Tuesday,YONGE BD STATION,TUSC,0,0,E,BD,5221,LINE 2,Operator Overspeeding,NO MATCH
1/15/2014 7:26:00,Wednesday,YONGE BD STATION,MUPLB,7,10,E,BD,5106,LINE 2,Fire/Smoke Plan B - Source TTC,NO MATCH
1/15/2014 17:37:00,Wednesday,YONGE BD STATION,SUDP,5,8,E,BD,5192,LINE 2,Disorderly Patron,NO MATCH
1/16/2014 16:24:00,Thursday,YONGE BD STATION,MUI,0,0,W,BD,5091,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
1/16/2014 23:04:00,Thursday,YONGE SHP STATION,EUBK,5,10,E,SHP,5278,LINE 4,Brakes,NO MATCH
1/17/2014 6:40:00,Friday,YONGE BD STATION,TUOS,4,7,W,BD,5850,LINE 2,Operator Overshot Platform,NO MATCH
1/17/2014 18:48:00,Friday,YONGE SHP STATION,MUDD,5,10,E,SHP,5258,LINE 4,Door Problems - Debris Related,NO MATCH
1/18/2014 12:44:00,Saturday,YONGE BD STATION,SUDP,5,10,W,BD,5089,LINE 2,Disorderly Patron,NO MATCH
1/19/2014 11:10:00,Sunday,YONGE SHP STATION,TUSC,3,8,W,SHP,5252,LINE 4,Operator Overspeeding,NO MATCH
1/19/2014 13:03:00,Sunday,YONGE BD STATION,MUIR,0,0,E,BD,5046,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
1/20/2014 12:43:00,Monday,YONGE SHP STATION,TUMVS,0,0,W,SHP,5365,LINE 4,Operator Violated Signal,NO MATCH
1/20/2014 12:55:00,Monday,YONGE BD STATION,EUDO,0,0,E,BD,5078,LINE 2,Door Problems - Faulty Equipment,NO MATCH
1/21/2014 2:00:00,Tuesday,YONGE SHP STATION,TUSC,0,0,E,SHP,5258,LINE 4,Operator Overspeeding,NO MATCH
1/21/2014 6:12:00,Tuesday,YONGE SHP STATION,EUBO,5,10,E,SHP,5355,LINE 4,Body,NO MATCH
1/21/2014 7:10:00,Tuesday,YONGE BD STATION,MUPAA,0,0,E,BD,5351,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
1/21/2014 15:15:00,Tuesday,YONGE BD STATION,EUNT,4,7,W,BD,5042,LINE 2,Equipment - No Trouble Found,NO MATCH
1/21/2014 16:14:00,Tuesday,YONGE BD STATION,SUDP,3,7,W,BD,5030,LINE 2,Disorderly Patron,NO MATCH
1/22/2014 6:05:00,Wednesday,YONGE BD STATION,EUNT,13,0,E,BD,5046,LINE 2,Equipment - No Trouble Found,NO MATCH
1/24/2014 10:20:00,Friday,YONGE SHP STATION,EUTR,6,12,E,SHP,5353,LINE 4,Trucks,NO MATCH
1/24/2014 17:53:00,Friday,YONGE BD STATION,TUSC,0,0,E,BD,5173,LINE 2,Operator Overspeeding,NO MATCH
1/25/2014 0:27:00,Saturday,YONGE BD STATION,MUD,4,9,E,BD,5209,LINE 2,Door Problems - Passenger Related,NO MATCH
1/27/2014 5:59:00,Monday,YONGE BD STATION,PUTIS,4,0,W,BD,5912,LINE 2,Ice / Snow Related Problems,NO MATCH
1/27/2014 11:37:00,Monday,YONGE SHP STATION,MUTD,4,10,W,YU,5286,LINE 1,Training Department Related Delays,NO MATCH
1/27/2014 20:21:00,Monday,YONGE BD STATION,MUDD,6,10,E,BD,5055,LINE 2,Door Problems - Debris Related,NO MATCH
1/27/2014 22:05:00,Monday,WARDEN STATION,TUSC,0,0,E,SHP,5141,LINE 4,Operator Overspeeding,NO MATCH
1/28/2014 5:50:00,Tuesday,GLENCAIRN STATION,MUSC,0,0,S,BD,5271,LINE 2,Miscellaneous Speed Control,NO MATCH
1/28/2014 6:06:00,Tuesday,YONGE BD STATION,EUOE,10,0,E,BD,5141,LINE 2,Rail Cars & Shops Opr. Error,NO MATCH
1/28/2014 13:33:00,Tuesday,YONGE BD STATION,SUDP,3,6,W,BD,5060,LINE 2,Disorderly Patron,NO MATCH
1/28/2014 17:32:00,Tuesday,YONGE SHP STATION,MUPAA,0,0,E,SHP,5259,LINE 4,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
1/30/2014 7:59:00,Thursday,YONGE BD STATION,SUO,0,0,E,BD,5329,LINE 2,Passenger Other,NO MATCH
2/1/2014 6:26:00,Saturday,YONGE BD STATION,TUSC,0,0,E,BD,5218,LINE 2,Operator Overspeeding,NO MATCH
2/3/2014 8:30:00,Monday,YONGE BD STATION,MUD,3,6,W,BD,5897,LINE 2,Door Problems - Passenger Related,NO MATCH
2/5/2014 8:46:00,Wednesday,YONGE BD STATION,MUD,0,0,E,BD,5900,LINE 2,Door Problems - Passenger Related,NO MATCH
2/5/2014 10:44:00,Wednesday,BESSARION STATION,TUSC,0,0,E,YU,5238,LINE 1,Operator Overspeeding,NO MATCH
2/5/2014 14:06:00,Wednesday,YONGE SHP STATION,PUSTS,4,10,E,YU,5243,LINE 1,Signals - Train Stops,NO MATCH
2/7/2014 23:16:00,Friday,YONGE SHP STATION,MUTO,5,10,W,SHP,3238,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
2/9/2014 9:38:00,Sunday,YONGE SHP STATION,PUTSM,22,27,E,SHP,5369,LINE 4,Track Switch Failure - Track Related Problem,NO MATCH
2/9/2014 12:03:00,Sunday,YONGE SHP STATION,MUSC,0,0,W,SHP,5360,LINE 4,Miscellaneous Speed Control,NO MATCH
2/10/2014 0:20:00,Monday,YONGE SHP STATION,MUSC,0,0,E,SHP,5264,LINE 4,Miscellaneous Speed Control,NO MATCH
2/10/2014 8:11:00,Monday,YONGE BD STATION,MUI,3,6,W,BD,5114,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
2/10/2014 19:41:00,Monday,YONGE BD STATION,TUCC,7,11,E,BD,5042,LINE 2,Transit Control Related Problems,NO MATCH
2/11/2014 1:43:00,Tuesday,BAY STATION,PUTOE,0,0,S,YU,0,LINE 1,T & S Operator Related Problems,NO MATCH
2/12/2014 8:38:00,Wednesday,YONGE BD STATION,MUI,0,0,W,BD,5051,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
2/12/2014 12:08:00,Wednesday,YONGE SHP STATION,MUSC,0,0,E,SHP,5271,LINE 4,Miscellaneous Speed Control,NO MATCH
2/12/2014 21:18:00,Wednesday,YONGE SHP STATION,EUDO,0,0,E,SHP,5271,LINE 4,Door Problems - Faulty Equipment,NO MATCH
2/13/2014 16:12:00,Thursday,YONGE BD STATION,TUSC,0,0,E,BD,5215,LINE 2,Operator Overspeeding,NO MATCH
2/13/2014 18:00:00,Thursday,YONGE SHP STATION,MUPAA,0,0,W,YU,5251,LINE 1,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
2/13/2014 18:03:00,Thursday,YONGE BD STATION,TUSC,0,0,E,BD,5215,LINE 2,Operator Overspeeding,NO MATCH
2/14/2014 2:34:00,Friday,YONGE SHP STATION,TUMVS,0,0,W,SHP,5251,LINE 4,Operator Violated Signal,NO MATCH
2/15/2014 23:35:00,Saturday,YONGE SHP STATION,MUTO,6,12,E,SHP,5271,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
2/16/2014 22:47:00,Sunday,YONGE SHP STATION,MUNOA,0,0,E,SHP,5264,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
2/16/2014 23:14:00,Sunday,YONGE BD STATION,PUMST,0,0,W,BD,0,LINE 2,Station Stairway Incident ,NO MATCH
2/17/2014 1:37:00,Monday,YONGE SHP STATION,MUSC,0,0,E,SHP,5264,LINE 4,Miscellaneous Speed Control,NO MATCH
2/17/2014 2:34:00,Monday,YONGE SHP STATION,PUCSC,0,0,E,SHP,5281,LINE 4,Signal Control Problem - Signals,NO MATCH
2/17/2014 9:12:00,Monday,YONGE SHP STATION,PUSCR,6,12,W,SHP,5295,LINE 4,Subway Car Radio Fault ,NO MATCH
2/17/2014 22:40:00,Monday,YONGE BD STATION,SUROB,3,8,W,BD,5085,LINE 2,Robbery,NO MATCH
2/18/2014 11:07:00,Tuesday,YONGE SHP STATION,MUTO,6,12,E,SHP,5272,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
2/18/2014 15:01:00,Tuesday,YONGE BD STATION,MUDD,4,7,E,BD,5054,LINE 2,Door Problems - Debris Related,NO MATCH
2/21/2014 0:22:00,Friday,YONGE BD STATION,SUROB,3,8,E,BD,5205,LINE 2,Robbery,NO MATCH
2/22/2014 22:10:00,Saturday,YONGE BD STATION,MUIR,6,11,W,BD,5225,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
2/24/2014 23:26:00,Monday,ST CLAIR STATION,MUI,0,0,S,SHP,0,LINE 4,Injured or ill Customer (On Train) - Transported,NO MATCH
2/25/2014 5:33:00,Tuesday,YONGE SHP STATION,MUSC,5,10,E,SHP,5360,LINE 4,Miscellaneous Speed Control,NO MATCH
2/25/2014 19:30:00,Tuesday,YONGE SHP STATION,EUAC,6,12,W,SHP,5272,LINE 4,Air Conditioning,NO MATCH
2/25/2014 19:55:00,Tuesday,YONGE BD STATION,MUSC,0,0,E,BD,5079,LINE 2,Miscellaneous Speed Control,NO MATCH
2/25/2014 22:30:00,Tuesday,YONGE SHP STATION,MUO,6,12,W,SHP,5352,LINE 4,Miscellaneous Other,NO MATCH
2/26/2014 17:22:00,Wednesday,YONGE BD STATION,SUDP,5,8,E,BD,5028,LINE 2,Disorderly Patron,NO MATCH
2/27/2014 0:54:00,Thursday,YONGE SHP STATION,TUSC,0,0,E,SHP,5253,LINE 4,Operator Overspeeding,NO MATCH
2/27/2014 12:03:00,Thursday,YONGE SHP STATION,TUSC,0,0,E,SHP,5253,LINE 4,Operator Overspeeding,NO MATCH
3/1/2014 17:46:00,Saturday,BLOOR DANFORTH SUBWAY,MUO,0,0,E,BD,5077,LINE 2,Miscellaneous Other,NO MATCH
3/1/2014 18:04:00,Saturday,YONGE BD STATION,SUDP,5,10,W,BD,5165,LINE 2,Disorderly Patron,NO MATCH
3/2/2014 10:55:00,Sunday,YONGE BD STATION,TUCC,4,9,E,BD,5337,LINE 2,Transit Control Related Problems,NO MATCH
3/2/2014 11:56:00,Sunday,YONGE SHP STATION,EUPI,3,6,E,SHP,5254,LINE 4,Propulsion System,NO MATCH
3/3/2014 6:47:00,Monday,YONGE BD STATION,EUDO,3,6,W,BD,5182,LINE 2,Door Problems - Faulty Equipment,NO MATCH
3/3/2014 11:02:00,Monday,YONGE BD STATION,MUPAA,3,8,W,BD,5144,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
3/4/2014 8:37:00,Tuesday,YONGE BD STATION,TUMVS,0,0,W,BD,5148,LINE 2,Operator Violated Signal,NO MATCH
3/4/2014 21:14:00,Tuesday,YONGE SHP STATION,TUSC,0,0,W,SHP,5280,LINE 4,Operator Overspeeding,NO MATCH
3/5/2014 0:22:00,Wednesday,YONGE SHP STATION,MUSC,0,0,E,SHP,5297,LINE 4,Miscellaneous Speed Control,NO MATCH
3/7/2014 9:26:00,Friday,YONGE SHP STATION,MUSC,0,0,W,SHP,5260,LINE 4,Miscellaneous Speed Control,NO MATCH
3/7/2014 18:04:00,Friday,YONGE BD STATION,MUPR1,7,10,W,BD,5178,LINE 2,Priority One - Train in Contact With Person,NO MATCH
3/8/2014 22:08:00,Saturday,YONGE SHP STATION,MUSAN,6,12,E,SHP,5293,LINE 4,Unsanitary Vehicle,NO MATCH
3/9/2014 12:27:00,Sunday,YONGE BD STATION,MUI,0,0,W,BD,0,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
3/9/2014 18:36:00,Sunday,YONGE SHP STATION,TUSC,0,0,W,SHP,5289,LINE 4,Operator Overspeeding,NO MATCH
3/11/2014 21:03:00,Tuesday,YONGE BD STATION,SUAP,0,0,E,BD,5054,LINE 2,Assault / Patron Involved,NO MATCH
3/13/2014 7:15:00,Thursday,YONGE BD STATION,MUDD,7,10,W,BD,5107,LINE 2,Door Problems - Debris Related,NO MATCH
3/14/2014 8:26:00,Friday,YONGE BD STATION,MUI,4,7,W,BD,5886,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
3/14/2014 8:26:00,Friday,YONGE BD STATION,MUIR,0,0,W,BD,0,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
3/14/2014 15:01:00,Friday,YONGE SHP STATION,SUDP,10,15,E,SHP,5251,LINE 4,Disorderly Patron,NO MATCH
3/15/2014 21:18:00,Saturday,YONGE BD STATION,MUO,0,0,W,BD,5231,LINE 2,Miscellaneous Other,NO MATCH
3/16/2014 16:02:00,Sunday,YONGE SHP STATION,PUSNT,0,0,W,SHP,5258,LINE 4,Signal Problem - No Trouble,NO MATCH
3/18/2014 13:17:00,Tuesday,YONGE BD STATION,EUCO,5,9,W,BD,5233,LINE 2,Couplers,NO MATCH
3/20/2014 21:35:00,Thursday,YONGE SHP STATION,MUTO,0,0,E,SHP,5298,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
3/21/2014 11:53:00,Friday,YONGE SHP STATION,MUO,0,0,E,SHP,5359,LINE 4,Miscellaneous Other,NO MATCH
3/22/2014 14:49:00,Saturday,YONGE SHP STATION,PUSNT,0,0,W,SHP,2584,LINE 4,Signal Problem - No Trouble,NO MATCH
3/24/2014 5:27:00,Monday,YONGE SHP STATION,SUG,6,12,E,SHP,5295,LINE 4,Graffiti / Scratchiti,NO MATCH
3/25/2014 0:20:00,Tuesday,YONGE SHP STATION,TUSC,0,0,W,SHP,5279,LINE 4,Operator Overspeeding,NO MATCH
3/27/2014 13:36:00,Thursday,YONGE SHP STATION,TUSC,0,0,W,SHP,5356,LINE 4,Operator Overspeeding,NO MATCH
3/28/2014 7:51:00,Friday,YONGE SHP STATION,MUSC,0,0,E,SHP,5285,LINE 4,Miscellaneous Speed Control,NO MATCH
3/28/2014 14:06:00,Friday,YONGE SHP STATION,MUNOA,0,0,E,SHP,5278,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
3/28/2014 21:44:00,Friday,YONGE SHP STATION,MUTO,0,0,E,SHP,0,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
3/29/2014 14:40:00,Saturday,YONGE BD STATION,EUDO,3,8,E,BD,5100,LINE 2,Door Problems - Faulty Equipment,NO MATCH
3/29/2014 16:40:00,Saturday,YONGE BD STATION,TUSC,0,0,E,BD,5057,LINE 2,Operator Overspeeding,NO MATCH
3/30/2014 0:52:00,Sunday,YONGE SHP STATION,PUTIJ,5,11,E,SHP,5278,LINE 4,Insulated Joint Related Problem,NO MATCH
3/30/2014 2:16:00,Sunday,YONGE SHP STATION,TUSC,0,0,W,SHP,5356,LINE 4,Operator Overspeeding,NO MATCH
3/31/2014 21:31:00,Monday,YONGE SHP STATION,TUMVS,0,0,W,SHP,5356,LINE 4,Operator Violated Signal,NO MATCH
4/1/2014 17:44:00,Tuesday,YONGE BD STATION,MUD,3,6,E,BD,5172,LINE 2,Door Problems - Passenger Related,NO MATCH
4/2/2014 2:43:00,Wednesday,YONGE SHP STATION,TUSC,0,0,W,SHP,5352,LINE 4,Operator Overspeeding,NO MATCH
4/3/2014 1:11:00,Thursday,YONGE BD STATION,MUO,0,0,W,BD,5104,LINE 2,Miscellaneous Other,NO MATCH
4/3/2014 1:35:00,Thursday,YONGE SHP STATION,EUVE,39,44,E,SHP,5293,LINE 4,Work Vehicle,NO MATCH
4/4/2014 23:45:00,Friday,YONGE BD STATION,MUDD,4,9,E,BD,5337,LINE 2,Door Problems - Debris Related,NO MATCH
4/5/2014 19:05:00,Saturday,YONGE BD STATION,SUDP,6,10,W,BD,5329,LINE 2,Disorderly Patron,NO MATCH
4/5/2014 20:41:00,Saturday,YONGE SHP STATION,SUUT,3,9,W,SHP,5288,LINE 4,Unauthorized at Track Level,NO MATCH
4/6/2014 20:42:00,Sunday,YONGE SHP STATION,MUSC,3,8,E,SHP,5295,LINE 4,Miscellaneous Speed Control,NO MATCH
4/7/2014 2:36:00,Monday,YONGE SHP STATION,MUSC,0,0,W,SHP,5260,LINE 4,Miscellaneous Speed Control,NO MATCH
4/7/2014 6:05:00,Monday,YONGE SHP STATION,MUSC,0,0,E,SHP,5195,LINE 4,Miscellaneous Speed Control,NO MATCH
4/7/2014 10:29:00,Monday,YONGE BD STATION,MUIR,0,0,W,BD,5325,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
4/8/2014 5:55:00,Tuesday,YONGE BD STATION,EUME,3,0,W,BD,5011,LINE 2,RC&S Maintenance Error - (Human),NO MATCH
4/8/2014 7:40:00,Tuesday,YONGE SHP STATION,MUI,3,9,E,SHP,5363,LINE 4,Injured or ill Customer (On Train) - Transported,NO MATCH
4/9/2014 20:37:00,Wednesday,YONGE BD STATION,TUOS,0,0,W,BD,5031,LINE 2,Operator Overshot Platform,NO MATCH
4/10/2014 17:04:00,Thursday,YONGE BD STATION,MUD,3,6,W,BD,5077,LINE 2,Door Problems - Passenger Related,NO MATCH
4/10/2014 17:21:00,Thursday,YONGE BD STATION,TUMVS,0,0,W,BD,5078,LINE 2,Operator Violated Signal,NO MATCH
4/10/2014 21:01:00,Thursday,YONGE SHP STATION,MUTO,5,10,W,SHP,5286,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
4/10/2014 21:29:00,Thursday,YONGE BD STATION,SUDP,5,10,W,BD,5351,LINE 2,Disorderly Patron,NO MATCH
4/11/2014 9:17:00,Friday,YONGE BD STATION,MUSC,0,0,E,BD,5334,LINE 2,Miscellaneous Speed Control,NO MATCH
4/13/2014 8:11:00,Sunday,YONGE SHP STATION,EUECD,0,0,E,SHP,5281,LINE 4,ECD / Line Mechanic Related Prob.,NO MATCH
4/15/2014 17:24:00,Tuesday,YONGE SHP STATION,MUSC,0,0,E,SHP,5355,LINE 4,Miscellaneous Speed Control,NO MATCH
4/16/2014 6:07:00,Wednesday,YONGE BD STATION,PUSSW,4,0,W,BD,5095,LINE 2,Track Switch Failure - Signal Related Problem,NO MATCH
4/16/2014 16:34:00,Wednesday,YONGE SHP STATION,MUTO,5,11,E,SHP,5137,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
4/19/2014 1:35:00,Saturday,YONGE BD STATION,SUEAS,11,16,E,BD,5234,LINE 2,Emergency Alarm Station Activation,NO MATCH
4/21/2014 5:24:00,Monday,YONGE SHP STATION,SUG,5,10,W,SHP,5297,LINE 4,Graffiti / Scratchiti,NO MATCH
4/21/2014 5:37:00,Monday,YONGE SHP STATION,SUG,6,0,E,SHP,5280,LINE 4,Graffiti / Scratchiti,NO MATCH
4/21/2014 5:38:00,Monday,YONGE SHP STATION,TUSC,0,0,W,SHP,5297,LINE 4,Operator Overspeeding,NO MATCH
4/22/2014 19:50:00,Tuesday,YONGE SHP STATION,MUTO,5,9,W,SHP,5282,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
4/24/2014 1:56:00,Thursday,YONGE BD STATION,SUDP,4,9,E,BD,5040,LINE 2,Disorderly Patron,NO MATCH
4/24/2014 23:33:00,Thursday,YONGE BD STATION,SUUT,12,17,W,BD,5086,LINE 2,Unauthorized at Track Level,NO MATCH
4/25/2014 7:01:00,Friday,YONGE SHP STATION,MUTO,0,0,E,SHP,5364,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
4/25/2014 11:17:00,Friday,YONGE BD STATION,MUDD,4,7,E,BD,5336,LINE 2,Door Problems - Debris Related,NO MATCH
4/26/2014 14:48:00,Saturday,YONGE BD STATION,SUO,4,9,W,BD,5858,LINE 2,Passenger Other,NO MATCH
4/27/2014 15:55:00,Sunday,YONGE BD STATION,MUDD,4,9,E,BD,5166,LINE 2,Door Problems - Debris Related,NO MATCH
4/28/2014 11:30:00,Monday,BLOOR DANFORTH SUBWAY,MUGD,0,0,B,BD,0,LINE 2,Miscellaneous General Delays,NO MATCH
4/28/2014 16:22:00,Monday,YONGE BD STATION,PUTS,30,33,E,BD,5319,LINE 2,Structure Related Problem,NO MATCH
4/28/2014 17:56:00,Monday,YONGE SHP STATION,MUNOA,0,0,E,SHP,5297,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
4/28/2014 18:42:00,Monday,YONGE BD STATION,EUBK,3,6,E,BD,5040,LINE 2,Brakes,NO MATCH
4/28/2014 18:55:00,Monday,YONGE BD STATION,SUO,3,6,W,BD,5177,LINE 2,Passenger Other,NO MATCH
4/28/2014 23:58:00,Monday,YONGE SHP STATION,MUSAN,5,11,E,SHP,5264,LINE 4,Unsanitary Vehicle,NO MATCH
4/30/2014 22:28:00,Wednesday,YONGE SHP STATION,MUTO,5,10,E,SHP,5294,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
4/30/2014 22:40:00,Wednesday,YONGE SHP STATION,MUNOA,5,10,E,SHP,5264,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
5/1/2014 6:06:00,Thursday,YONGE BD STATION,MUO,3,6,W,BD,5236,LINE 2,Miscellaneous Other,NO MATCH
5/5/2014 8:26:00,Monday,YONGE BD STATION,MUIR,4,7,W,BD,5047,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
5/6/2014 8:25:00,Tuesday,YONGE BD STATION,MUI,4,7,W,BD,5123,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
5/6/2014 17:30:00,Tuesday,YONGE SHP STATION,MUNOA,0,0,E,SHP,5291,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
5/6/2014 19:20:00,Tuesday,YONGE BD STATION,MUIR,4,8,W,BD,5042,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
5/6/2014 22:27:00,Tuesday,YONGE SHP STATION,SUO,6,12,E,SHP,5273,LINE 4,Passenger Other,NO MATCH
5/7/2014 7:32:00,Wednesday,YONGE SHP STATION,MUPAA,0,0,E,SHP,5291,LINE 4,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
5/7/2014 18:34:00,Wednesday,YONGE SHP STATION,MUPAA,0,0,W,SHP,5291,LINE 4,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
5/8/2014 0:16:00,Thursday,YONGE SHP STATION,TUMVS,6,12,W,SHP,5291,LINE 4,Operator Violated Signal,NO MATCH
5/8/2014 8:05:00,Thursday,YONGE SHP STATION,MUSC,0,0,E,SHP,5356,LINE 4,Miscellaneous Speed Control,NO MATCH
5/8/2014 16:56:00,Thursday,YONGE BD STATION,MUDD,4,7,E,BD,5303,LINE 2,Door Problems - Debris Related,NO MATCH
5/8/2014 21:49:00,Thursday,YONGE SHP STATION,SUO,0,0,E,SHP,5299,LINE 4,Passenger Other,NO MATCH
5/11/2014 19:33:00,Sunday,YONGE SHP STATION,MUTO,5,11,W,SHP,5281,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
5/11/2014 21:39:00,Sunday,YONGE SHP STATION,EUSC,0,0,E,SHP,5137,LINE 4,Speed Control Equipment  ,NO MATCH
5/11/2014 22:45:00,Sunday,YONGE SHP STATION,EUSC,0,0,E,SHP,5137,LINE 4,Speed Control Equipment  ,NO MATCH
5/11/2014 23:27:00,Sunday,YONGE SHP STATION,EUSC,0,0,E,SHP,5137,LINE 4,Speed Control Equipment  ,NO MATCH
5/13/2014 2:42:00,Tuesday,YONGE SHP STATION,TUMVS,0,0,W,SHP,5281,LINE 4,Operator Violated Signal,NO MATCH
5/14/2014 2:39:00,Wednesday,YONGE SHP STATION,EUOE,0,0,E,SHP,5367,LINE 4,Rail Cars & Shops Opr. Error,NO MATCH
5/14/2014 8:09:00,Wednesday,YONGE SHP STATION,MUO,0,0,W,SHP,5354,LINE 4,Miscellaneous Other,NO MATCH
5/14/2014 8:13:00,Wednesday,YONGE BD STATION,MUI,3,6,W,BD,5132,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
5/14/2014 15:58:00,Wednesday,YONGE SHP STATION,MUSC,0,0,E,SHP,5291,LINE 4,Miscellaneous Speed Control,NO MATCH
5/14/2014 20:35:00,Wednesday,YONGE BD STATION,MUIR,6,10,E,BD,5338,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
5/15/2014 0:29:00,Thursday,YONGE SHP STATION,MUSAN,5,10,E,SHP,5356,LINE 4,Unsanitary Vehicle,NO MATCH
5/15/2014 17:01:00,Thursday,YONGE SHP STATION,MUSC,0,0,E,SHP,5367,LINE 4,Miscellaneous Speed Control,NO MATCH
