Datetime,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Line Number,Cause for Delay,Station Name
10/1/2015 10:46:00,Thursday,YONGE SHP STATION,MUSC,0,0,E,SHP,5024,LINE 4,Miscellaneous Speed Control,NO MATCH
10/1/2015 17:46:00,Thursday,YONGE BD STATION,EUDO,9,11,E,BD,5139,LINE 2,Door Problems - Faulty Equipment,NO MATCH
10/2/2015 1:18:00,Friday,YONGE BD STATION,SUO,0,0,E,BD,5008,LINE 2,Passenger Other,NO MATCH
10/2/2015 5:55:00,Friday,YONGE BD STATION,MUO,3,0,W,BD,5219,LINE 2,Miscellaneous Other,NO MATCH
10/4/2015 18:44:00,Sunday,YONGE SHP STATION,MUWR,6,13,E,SHP,5264,LINE 4,Work Refusal,NO MATCH
10/4/2015 20:50:00,Sunday,YONGE SHP STATION,MUWR,5,10,E,SHP,5264,LINE 4,Work Refusal,NO MATCH
10/5/2015 20:38:00,Monday,YONGE SHP STATION,TUSC,0,0,W,SHP,5274,LINE 4,Operator Overspeeding,NO MATCH
10/6/2015 0:24:00,Tuesday,YONGE SHP STATION,MUTO,5,10,W,SHP,5075,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
10/6/2015 21:41:00,Tuesday,YONGE BD STATION,MUDD,10,14,E,BD,5071,LINE 2,Door Problems - Debris Related,NO MATCH
10/6/2015 23:54:00,Tuesday,YONGE SHP STATION,MUTO,4,9,E,SHP,5290,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
10/8/2015 16:22:00,Thursday,YONGE BD STATION,MUPLB,16,19,W,BD,5272,LINE 2,Fire/Smoke Plan B - Source TTC,NO MATCH
10/8/2015 16:28:00,Thursday,YONGE SHP STATION,TUMVS,0,0,E,SHP,5160,LINE 4,Operator Violated Signal,NO MATCH
10/8/2015 18:01:00,Thursday,YONGE BD STATION,TUSC,0,0,W,BD,5112,LINE 2,Operator Overspeeding,NO MATCH
10/9/2015 10:39:00,Friday,YONGE BD STATION,MUI,7,10,W,BD,5021,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
10/9/2015 14:12:00,Friday,YONGE BD STATION,PUTD,4,7,W,BD,5077,LINE 2,Track Level Debris - Controllable,NO MATCH
10/10/2015 1:57:00,Saturday,YONGE SHP STATION,SUAP,0,0,E,SHP,5160,LINE 4,Assault / Patron Involved,NO MATCH
10/11/2015 12:51:00,Sunday,YONGE SHP STATION,MUPAA,0,0,W,SHP,5024,LINE 4,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
10/12/2015 13:17:00,Monday,YONGE BD STATION,PUSTS,0,0,W,BD,5004,LINE 2,Signals - Train Stops,NO MATCH
10/12/2015 14:03:00,Monday,YONGE BD STATION,MUSC,0,0,W,BD,5177,LINE 2,Miscellaneous Speed Control,NO MATCH
10/12/2015 14:44:00,Monday,YONGE BD STATION,MUPAA,0,0,E,BD,5367,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
10/13/2015 0:06:00,Tuesday,YONGE SHP STATION,SUO,5,10,W,SHP,5075,LINE 4,Passenger Other,NO MATCH
10/13/2015 5:41:00,Tuesday,YONGE SHP STATION,TUSC,0,0,W,SHP,5078,LINE 4,Operator Overspeeding,NO MATCH
10/13/2015 8:59:00,Tuesday,YONGE BD STATION,MUPAA,0,0,W,BD,5215,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
10/14/2015 5:52:00,Wednesday,YONGE BD STATION,TUO,4,0,W,BD,5265,LINE 2,Transportation Department - Other,NO MATCH
10/15/2015 14:57:00,Thursday,YONGE BD STATION,MUO,0,0,W,BD,5066,LINE 2,Miscellaneous Other,NO MATCH
10/16/2015 5:55:00,Friday,YONGE BD STATION,EUCD,4,0,W,BD,5260,LINE 2,Consequential Delay (2nd Delay Same Fault),NO MATCH
10/20/2015 15:03:00,Tuesday,YONGE SHP STATION,MUD,6,11,E,SHP,5100,LINE 4,Door Problems - Passenger Related,NO MATCH
10/20/2015 23:48:00,Tuesday,YONGE SHP STATION,TUMVS,0,0,W,SHP,5275,LINE 4,Operator Violated Signal,NO MATCH
10/21/2015 5:55:00,Wednesday,YONGE BD STATION,EUYRD,3,0,E,BD,5143,LINE 2,Yard/Carhouse Related Problems,NO MATCH
10/22/2015 8:53:00,Thursday,YONGE BD STATION,MUIR,0,0,W,BD,5223,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
10/23/2015 13:27:00,Friday,YONGE BD STATION,EUDO,3,6,W,BD,5268,LINE 2,Door Problems - Faulty Equipment,NO MATCH
10/23/2015 19:33:00,Friday,YONGE SHP STATION,PUSRA,5,11,W,SHP,5200,LINE 4,Subway Radio System Fault ,NO MATCH
10/25/2015 16:29:00,Sunday,YONGE SHP STATION,TUSC,0,0,W,SHP,5120,LINE 4,Operator Overspeeding,NO MATCH
10/29/2015 18:35:00,Thursday,YONGE SHP STATION,MUD,4,9,W,SHP,5208,LINE 4,Door Problems - Passenger Related,NO MATCH
11/2/2015 2:45:00,Monday,YONGE SHP STATION,TUO,0,0,W,SHP,5172,LINE 4,Transportation Department - Other,NO MATCH
11/2/2015 17:26:00,Monday,YONGE SHP STATION,TUNOA,3,8,E,SHP,5075,LINE 4,No Operator Immediately Available ,NO MATCH
11/3/2015 12:04:00,Tuesday,YONGE BD STATION,EUDO,3,6,W,BD,5077,LINE 2,Door Problems - Faulty Equipment,NO MATCH
11/3/2015 19:05:00,Tuesday,YONGE BD STATION,EUNT,5,3,E,BD,5091,LINE 2,Equipment - No Trouble Found,NO MATCH
11/4/2015 1:05:00,Wednesday,YONGE SHP STATION,TUNOA,5,10,W,SHP,5120,LINE 4,No Operator Immediately Available ,NO MATCH
11/4/2015 12:11:00,Wednesday,YONGE SHP STATION,MUSC,0,0,E,SHP,5208,LINE 4,Miscellaneous Speed Control,NO MATCH
11/4/2015 14:04:00,Wednesday,YONGE BD STATION,MUIR,3,6,W,BD,5287,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
11/4/2015 15:01:00,Wednesday,YONGE BD STATION,SUO,0,0,W,BD,5278,LINE 2,Passenger Other,NO MATCH
11/4/2015 15:25:00,Wednesday,YONGE SHP STATION,MUSC,0,0,W,SHP,5302,LINE 4,Miscellaneous Speed Control,NO MATCH
11/5/2015 8:48:00,Thursday,YONGE BD STATION,MUIS,0,0,W,BD,0,LINE 2,Injured or ill Customer (In Station) - Transported,NO MATCH
11/5/2015 21:14:00,Thursday,YONGE SHP STATION,TUKEY,0,0,E,SHP,5120,LINE 4,Two Drum Switch Keys Activated,NO MATCH
11/7/2015 15:04:00,Saturday,YONGE SHP STATION,MUSC,0,0,E,SHP,5172,LINE 4,Miscellaneous Speed Control,NO MATCH
11/7/2015 16:24:00,Saturday,YONGE BD STATION,SUO,4,8,W,BD,5208,LINE 2,Passenger Other,NO MATCH
11/9/2015 8:34:00,Monday,YONGE BD STATION,MUIR,0,0,W,BD,5298,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
11/9/2015 13:33:00,Monday,YONGE BD STATION,MUPLB,8,11,W,BD,5092,LINE 2,Fire/Smoke Plan B - Source TTC,NO MATCH
11/9/2015 14:20:00,Monday,YONGE BD STATION,MUIS,0,0,E,BD,0,LINE 2,Injured or ill Customer (In Station) - Transported,NO MATCH
11/9/2015 22:40:00,Monday,YONGE SHP STATION,MUSC,0,0,E,SHP,5054,LINE 4,Miscellaneous Speed Control,NO MATCH
11/10/2015 8:33:00,Tuesday,YONGE BD STATION,MUIR,0,0,W,BD,5363,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
11/10/2015 20:33:00,Tuesday,YONGE BD STATION,TUMVS,10,13,W,BD,5092,LINE 2,Operator Violated Signal,NO MATCH
11/11/2015 7:15:00,Wednesday,YONGE BD STATION,MUPAA,0,0,W,BD,5314,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
11/12/2015 8:16:00,Thursday,YONGE SHP STATION,MUO,6,11,E,SHP,5231,LINE 4,Miscellaneous Other,NO MATCH
11/13/2015 13:29:00,Friday,YONGE BD STATION,MUTO,0,0,E,BD,5345,LINE 2,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
11/13/2015 17:53:00,Friday,YONGE BD STATION,SUSA,0,0,W,BD,0,LINE 2,Sexual Assault,NO MATCH
11/14/2015 1:41:00,Saturday,YONGE SHP STATION,MUTO,6,11,E,SHP,5230,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
11/14/2015 7:48:00,Saturday,YONGE SHP STATION,MUTO,3,8,E,SHP,5329,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
11/15/2015 17:41:00,Sunday,YONGE SHP STATION,MUSC,0,0,E,SHP,5230,LINE 4,Miscellaneous Speed Control,NO MATCH
11/15/2015 18:39:00,Sunday,YONGE BD STATION,SUUT,4,8,W,BD,5051,LINE 2,Unauthorized at Track Level,NO MATCH
11/15/2015 19:35:00,Sunday,YONGE BD STATION,MUDD,5,9,E,BD,5035,LINE 2,Door Problems - Debris Related,NO MATCH
11/15/2015 23:34:00,Sunday,YONGE SHP STATION,TUSC,0,0,W,SHP,5290,LINE 4,Operator Overspeeding,NO MATCH
11/16/2015 0:26:00,Monday,YONGE BD STATION,SUAP,4,9,W,BD,5310,LINE 2,Assault / Patron Involved,NO MATCH
11/16/2015 5:23:00,Monday,YONGE SHP STATION,TUSC,0,0,E,SHP,5287,LINE 4,Operator Overspeeding,NO MATCH
11/16/2015 6:36:00,Monday,YONGE SHP STATION,MUPLB,31,36,E,SHP,5230,LINE 4,Fire/Smoke Plan B - Source TTC,NO MATCH
11/16/2015 20:07:00,Monday,YONGE BD STATION,TUOS,4,8,W,BD,5094,LINE 2,Operator Overshot Platform,NO MATCH
11/17/2015 1:11:00,Tuesday,YONGE BD STATION,PUTOE,8,12,W,BD,0,LINE 2,T & S Operator Related Problems,NO MATCH
11/17/2015 8:54:00,Tuesday,YONGE BD STATION,MUIR,3,5,W,BD,5284,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
11/17/2015 10:52:00,Tuesday,YONGE SHP STATION,PUSO,6,12,W,SHP,5090,LINE 4,S/E/C Department Other,NO MATCH
11/17/2015 19:29:00,Tuesday,YONGE BD STATION,MUIR,3,6,W,BD,5303,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
11/18/2015 16:38:00,Wednesday,YONGE BD STATION,MUTO,0,0,E,BD,5032,LINE 2,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
11/19/2015 1:49:00,Thursday,YONGE BD STATION,MUO,0,0,E,BD,0,LINE 2,Miscellaneous Other,NO MATCH
11/19/2015 13:33:00,Thursday,YONGE BD STATION,SUO,6,9,W,BD,5051,LINE 2,Passenger Other,NO MATCH
11/20/2015 17:18:00,Friday,YONGE BD STATION,MUIS,4,6,E,BD,5095,LINE 2,Injured or ill Customer (In Station) - Transported,NO MATCH
11/20/2015 19:38:00,Friday,YONGE BD STATION,EUCO,8,11,W,BD,5195,LINE 2,Couplers,NO MATCH
11/21/2015 8:12:00,Saturday,YONGE SHP STATION,PUTIJ,0,0,W,SHP,5270,LINE 4,Insulated Joint Related Problem,NO MATCH
11/21/2015 11:23:00,Saturday,YONGE BD STATION,MUPLB,6,10,E,BD,5165,LINE 2,Fire/Smoke Plan B - Source TTC,NO MATCH
11/22/2015 13:11:00,Sunday,YONGE SHP STATION,EUBO,5,10,E,SHP,5320,LINE 4,Body,NO MATCH
11/24/2015 14:09:00,Tuesday,YONGE BD STATION,SUO,0,0,E,BD,5038,LINE 2,Passenger Other,NO MATCH
11/25/2015 9:44:00,Wednesday,YONGE SHP STATION,TUNIP,4,8,E,SHP,5088,LINE 4,Operator Not In Position,NO MATCH
11/25/2015 16:50:00,Wednesday,YONGE BD STATION,TUMVS,0,0,E,BD,5153,LINE 2,Operator Violated Signal,NO MATCH
11/25/2015 21:56:00,Wednesday,SUMMERHILL STATION,MUIR,3,4,N,BD,5901,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
11/25/2015 22:40:00,Wednesday,YONGE BD STATION,MUIS,0,0,W,BD,0,LINE 2,Injured or ill Customer (In Station) - Transported,NO MATCH
11/25/2015 22:58:00,Wednesday,ROSEDALE STATION,MUPAA,3,7,S,BD,5991,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
11/25/2015 23:49:00,Wednesday,WILSON STATION,MUSC,0,0,N,BD,5731,LINE 2,Miscellaneous Speed Control,NO MATCH
11/26/2015 1:47:00,Thursday,YONGE SHP STATION,MUSC,0,0,E,SHP,5329,LINE 4,Miscellaneous Speed Control,NO MATCH
11/26/2015 1:58:00,Thursday,YONGE SHP STATION,PUSTC,10,15,W,SHP,5302,LINE 4,Signals - Track Circuit Problems,NO MATCH
11/26/2015 6:26:00,Thursday,YONGE SHP STATION,MUTO,3,8,E,SHP,5010,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
11/26/2015 13:29:00,Thursday,YONGE BD STATION,SUDP,0,0,W,BD,5064,LINE 2,Disorderly Patron,NO MATCH
11/27/2015 15:41:00,Friday,YONGE BD STATION,EULV,3,6,E,BD,5030,LINE 2,Low Voltage,NO MATCH
11/27/2015 18:08:00,Friday,YONGE BD STATION,SUSP,4,6,W,BD,5013,LINE 2,Suspicious Package,NO MATCH
11/29/2015 8:42:00,Sunday,YONGE BD STATION,EUVE,0,0,E,BD,86,LINE 2,Work Vehicle,NO MATCH
11/29/2015 9:05:00,Sunday,YONGE BD STATION,TUO,0,0,E,BD,5180,LINE 2,Transportation Department - Other,NO MATCH
11/29/2015 12:03:00,Sunday,YONGE BD STATION,MUSC,0,0,W,BD,5006,LINE 2,Miscellaneous Speed Control,NO MATCH
11/29/2015 19:24:00,Sunday,YONGE BD STATION,MUPAA,0,0,W,BD,5130,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
11/30/2015 8:55:00,Monday,YONGE SHP STATION,MUSC,12,17,E,SHP,5229,LINE 4,Miscellaneous Speed Control,NO MATCH
12/1/2015 1:20:00,Tuesday,YONGE SHP STATION,TUSC,0,0,E,SHP,5208,LINE 4,Operator Overspeeding,NO MATCH
12/1/2015 16:41:00,Tuesday,YONGE BD STATION,SUUT,0,0,W,BD,5220,LINE 2,Unauthorized at Track Level,NO MATCH
12/2/2015 5:59:00,Wednesday,YONGE BD STATION,MUSC,0,0,W,BD,5216,LINE 2,Miscellaneous Speed Control,NO MATCH
12/2/2015 8:20:00,Wednesday,YONGE SHP STATION,EUBK,5,10,E,SHP,5229,LINE 4,Brakes,NO MATCH
12/3/2015 2:15:00,Thursday,YONGE SHP STATION,MUSAN,7,12,E,SHP,5370,LINE 4,Unsanitary Vehicle,NO MATCH
12/3/2015 21:31:00,Thursday,YONGE BD STATION,SUUT,4,7,W,BD,5157,LINE 2,Unauthorized at Track Level,NO MATCH
12/7/2015 6:28:00,Monday,YONGE SHP STATION,MUSC,0,0,W,SHP,5302,LINE 4,Miscellaneous Speed Control,NO MATCH
12/7/2015 6:42:00,Monday,YONGE SHP STATION,EUCD,5,10,E,SHP,5208,LINE 4,Consequential Delay (2nd Delay Same Fault),NO MATCH
12/7/2015 7:17:00,Monday,YONGE SHP STATION,MUSC,0,0,W,SHP,5302,LINE 4,Miscellaneous Speed Control,NO MATCH
12/7/2015 13:41:00,Monday,YONGE SHP STATION,TUSC,0,0,E,SHP,5010,LINE 4,Operator Overspeeding,NO MATCH
12/8/2015 17:41:00,Tuesday,YONGE BD STATION,SUDP,0,0,W,BD,5053,LINE 2,Disorderly Patron,NO MATCH
12/8/2015 19:00:00,Tuesday,YONGE BD STATION,MUDD,4,7,W,BD,5177,LINE 2,Door Problems - Debris Related,NO MATCH
12/8/2015 20:43:00,Tuesday,YONGE BD STATION,SUDP,3,6,W,BD,5322,LINE 2,Disorderly Patron,NO MATCH
12/9/2015 15:11:00,Wednesday,YONGE SHP STATION,MUI,0,0,E,SHP,5244,LINE 4,Injured or ill Customer (On Train) - Transported,NO MATCH
12/11/2015 7:24:00,Friday,YONGE BD STATION,MUDD,0,0,W,BD,5353,LINE 2,Door Problems - Debris Related,NO MATCH
12/11/2015 10:00:00,Friday,YONGE SHP STATION,MUSC,0,0,W,SHP,5302,LINE 4,Miscellaneous Speed Control,NO MATCH
12/11/2015 16:08:00,Friday,YONGE SHP STATION,MUSC,0,0,E,SHP,5230,LINE 4,Miscellaneous Speed Control,NO MATCH
12/11/2015 19:41:00,Friday,YONGE BD STATION,MUI,33,36,E,BD,5289,LINE 2,Injured or ill Customer (On Train) - Transported,NO MATCH
12/12/2015 1:18:00,Saturday,YONGE BD STATION,MUPAA,0,0,E,BD,5108,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
12/12/2015 7:25:00,Saturday,YONGE SHP STATION,MUSC,0,0,W,SHP,5302,LINE 4,Miscellaneous Speed Control,NO MATCH
12/12/2015 15:23:00,Saturday,YONGE SHP STATION,MUSC,0,0,E,SHP,5244,LINE 4,Miscellaneous Speed Control,NO MATCH
12/13/2015 15:38:00,Sunday,YONGE SHP STATION,MUSC,0,0,E,SHP,5088,LINE 4,Miscellaneous Speed Control,NO MATCH
12/13/2015 20:40:00,Sunday,YONGE BD STATION,TUOS,9,13,W,BD,5214,LINE 2,Operator Overshot Platform,NO MATCH
12/14/2015 16:32:00,Monday,YONGE BD STATION,SUAP,0,0,W,BD,5047,LINE 2,Assault / Patron Involved,NO MATCH
12/15/2015 5:55:00,Tuesday,YONGE BD STATION,EUYRD,4,0,W,BD,5142,LINE 2,Yard/Carhouse Related Problems,NO MATCH
12/16/2015 20:34:00,Wednesday,YONGE BD STATION,TUSC,0,0,E,BD,5115,LINE 2,Operator Overspeeding,NO MATCH
12/17/2015 12:02:00,Thursday,YONGE SHP STATION,SUEAS,17,22,E,SHP,5208,LINE 4,Emergency Alarm Station Activation,NO MATCH
12/17/2015 23:16:00,Thursday,(APPROACHING),MUSC,0,0,W,SHP,5010,LINE 4,Miscellaneous Speed Control,NO MATCH
12/19/2015 6:04:00,Saturday,YONGE BD STATION,MUPAA,3,7,W,BD,5220,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
12/20/2015 12:25:00,Sunday,YONGE SHP STATION,MUSC,0,0,W,SHP,5010,LINE 4,Miscellaneous Speed Control,NO MATCH
12/20/2015 14:56:00,Sunday,YONGE BD STATION,MUDD,0,0,W,BD,5108,LINE 2,Door Problems - Debris Related,NO MATCH
12/20/2015 21:15:00,Sunday,YONGE SHP STATION,MUSC,0,0,W,SHP,5010,LINE 4,Miscellaneous Speed Control,NO MATCH
12/21/2015 9:42:00,Monday,YONGE BD STATION,MUSAN,4,7,W,BD,5037,LINE 2,Unsanitary Vehicle,NO MATCH
12/21/2015 9:54:00,Monday,YONGE SHP STATION,MUSC,0,0,W,SHP,5010,LINE 4,Miscellaneous Speed Control,NO MATCH
12/21/2015 10:01:00,Monday,YONGE SHP STATION,TUSC,0,0,W,SHP,5240,LINE 4,Operator Overspeeding,NO MATCH
12/21/2015 22:31:00,Monday,YONGE BD STATION,SUDP,18,22,E,BD,5202,LINE 2,Disorderly Patron,NO MATCH
12/22/2015 6:33:00,Tuesday,YONGE BD STATION,MUSC,0,0,W,BD,5145,LINE 2,Miscellaneous Speed Control,NO MATCH
12/22/2015 8:53:00,Tuesday,YONGE SHP STATION,MUSC,0,0,W,SHP,5010,LINE 4,Miscellaneous Speed Control,NO MATCH
12/24/2015 16:06:00,Thursday,YONGE SHP STATION,SUDP,5,10,E,SHP,5091,LINE 4,Disorderly Patron,NO MATCH
12/24/2015 17:31:00,Thursday,YONGE SHP STATION,MUNOA,5,10,E,SHP,5230,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
12/24/2015 17:36:00,Thursday,YONGE BD STATION,MUSC,0,0,E,BD,5207,LINE 2,Miscellaneous Speed Control,NO MATCH
12/25/2015 11:06:00,Friday,YONGE BD STATION,MUIR,4,8,E,BD,5037,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
12/25/2015 21:20:00,Friday,YONGE BD STATION,MUIS,0,0,S,BD,0,LINE 2,Injured or ill Customer (In Station) - Transported,NO MATCH
12/26/2015 9:54:00,Saturday,YONGE SHP STATION,MUSC,0,0,E,SHP,5083,LINE 4,Miscellaneous Speed Control,NO MATCH
12/26/2015 21:54:00,Saturday,YONGE SHP STATION,EUBK,5,10,W,SHP,5083,LINE 4,Brakes,NO MATCH
12/28/2015 6:15:00,Monday,YONGE SHP STATION,MUWR,5,10,E,SHP,5089,LINE 4,Work Refusal,NO MATCH
12/28/2015 11:16:00,Monday,YONGE BD STATION,EUDO,4,8,W,BD,5126,LINE 2,Door Problems - Faulty Equipment,NO MATCH
12/28/2015 22:59:00,Monday,YONGE SHP STATION,TUSC,0,0,W,SHP,5240,LINE 4,Operator Overspeeding,NO MATCH
12/29/2015 6:55:00,Tuesday,YONGE SHP STATION,TUSC,0,0,E,SHP,5230,LINE 4,Operator Overspeeding,NO MATCH
1/2/2016 14:09:00,Saturday,YONGE BD STATION,MUPAA,0,0,E,BD,5255,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
1/2/2016 15:31:00,Saturday,YONGE SHP STATION,MUSC,0,0,W,SHP,5501,LINE 4,Miscellaneous Speed Control,NO MATCH
1/3/2016 12:18:00,Sunday,YONGE SHP STATION,TUO,4,9,E,SHP,5164,LINE 4,Transportation Department - Other,NO MATCH
1/3/2016 13:51:00,Sunday,YONGE SHP STATION,MUSC,0,0,E,SHP,5244,LINE 4,Miscellaneous Speed Control,NO MATCH
1/3/2016 21:26:00,Sunday,YONGE SHP STATION,PUSNT,0,0,W,SHP,5136,LINE 4,Signal Problem - No Trouble,NO MATCH
1/3/2016 22:03:00,Sunday,YONGE SHP STATION,PUSNT,0,0,W,SHP,5136,LINE 4,Signal Problem - No Trouble,NO MATCH
1/4/2016 2:02:00,Monday,YONGE BD STATION,TUSC,0,0,E,BD,5315,LINE 2,Operator Overspeeding,NO MATCH
1/4/2016 8:57:00,Monday,YONGE BD STATION,MUIR,0,0,E,BD,5255,LINE 2,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
1/4/2016 17:01:00,Monday,YONGE BD STATION,SUDP,3,5,E,BD,5151,LINE 2,Disorderly Patron,NO MATCH
1/6/2016 21:01:00,Wednesday,YONGE BD STATION,PUTIJ,0,0,W,BD,5039,LINE 2,Insulated Joint Related Problem,NO MATCH
1/8/2016 8:44:00,Friday,YONGE BD STATION,PUMEL,0,0,N,BD,0,LINE 2,Escalator/Elevator Incident,NO MATCH
1/9/2016 11:33:00,Saturday,YONGE SHP STATION,MUPAA,0,0,W,SHP,5026,LINE 4,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
1/9/2016 16:11:00,Saturday,YONGE BD STATION,PUSTS,0,0,W,BD,5223,LINE 2,Signals - Train Stops,NO MATCH
1/9/2016 16:15:00,Saturday,YONGE BD STATION,PUSTS,0,0,W,BD,5173,LINE 2,Signals - Train Stops,NO MATCH
1/10/2016 13:12:00,Sunday,YONGE SHP STATION,MUO,3,8,E,SHP,5100,LINE 4,Miscellaneous Other,NO MATCH
1/11/2016 12:20:00,Monday,YONGE SHP STATION,MUTO,0,0,W,SHP,5229,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
1/11/2016 17:42:00,Monday,YONGE BD STATION,TUMVS,0,0,W,BD,5356,LINE 2,Operator Violated Signal,NO MATCH
1/12/2016 7:00:00,Tuesday,YONGE SHP STATION,MUSC,0,0,E,SHP,5100,LINE 4,Miscellaneous Speed Control,NO MATCH
1/15/2016 2:30:00,Friday,BLOOR DANFORTH SUBWAY,TUST,0,0,E,BD,5220,LINE 2,Storm Trains,NO MATCH
1/15/2016 6:36:00,Friday,YONGE SHP STATION,EUBK,5,10,E,SHP,5088,LINE 4,Brakes,NO MATCH
1/16/2016 20:40:00,Saturday,YONGE BD STATION,MUPAA,0,0,E,BD,5134,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
1/17/2016 20:50:00,Sunday,YONGE SHP STATION,MUNOA,6,12,E,SHP,5088,LINE 4,No Operator Immediately Available - Not E.S.A. Related ,NO MATCH
1/19/2016 15:52:00,Tuesday,YONGE BD STATION,SUBT,3,5,W,BD,5301,LINE 2,Bomb Threat,NO MATCH
1/20/2016 8:40:00,Wednesday,YONGE BD STATION,MUPAA,0,0,W,BD,5249,LINE 2,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
1/20/2016 11:26:00,Wednesday,KENNEDY BD STATION,EUAC,3,6,W,YU,5310,LINE 1,Air Conditioning,NO MATCH
1/21/2016 6:00:00,Thursday,YONGE BD STATION,TUCC,4,0,W,BD,5060,LINE 2,Transit Control Related Problems,NO MATCH
1/21/2016 11:04:00,Thursday,YONGE SHP STATION,PUSI,17,22,E,SHP,5240,LINE 4,Signals or Related Components Failure ,NO MATCH
1/21/2016 11:10:00,Thursday,YONGE SHP STATION,PUSI,0,0,W,SHP,5476,LINE 4,Signals or Related Components Failure ,NO MATCH
1/22/2016 10:47:00,Friday,YONGE SHP STATION,PUSO,6,11,E,SHP,5292,LINE 4,S/E/C Department Other,NO MATCH
1/22/2016 11:20:00,Friday,YONGE SHP STATION,TUMVS,0,0,W,SHP,5091,LINE 4,Operator Violated Signal,NO MATCH
1/23/2016 0:14:00,Saturday,YONGE SHP STATION,MUTO,5,11,E,SHP,5137,LINE 4,Misc. Transportation Other - Employee Non-Chargeable,NO MATCH
1/23/2016 16:50:00,Saturday,YONGE BD STATION,SUO,6,10,E,BD,5299,LINE 2,Passenger Other,NO MATCH
1/24/2016 20:33:00,Sunday,YONGE BD STATION,PUSNT,0,0,W,BD,5340,LINE 2,Signal Problem - No Trouble,NO MATCH
1/25/2016 13:55:00,Monday,YONGE SHP STATION,MUSC,0,0,E,SHP,5100,LINE 4,Miscellaneous Speed Control,NO MATCH
1/26/2016 5:53:00,Tuesday,YONGE SHP STATION,PUTO,6,11,E,SHP,5240,LINE 4,T&S Other,NO MATCH
1/27/2016 20:32:00,Wednesday,YONGE BD STATION,PUMST,0,0,W,BD,0,LINE 2,Station Stairway Incident ,NO MATCH
1/28/2016 11:04:00,Thursday,YONGE BD STATION,EUPI,4,7,E,BD,5228,LINE 2,Propulsion System,NO MATCH
1/28/2016 11:31:00,Thursday,YONGE BD STATION,MUPLB,4,7,E,BD,5356,LINE 2,Fire/Smoke Plan B - Source TTC,NO MATCH
1/28/2016 16:54:00,Thursday,YONGE SHP STATION,TUMVS,3,7,W,SHP,5284,LINE 4,Operator Violated Signal,NO MATCH
1/28/2016 20:00:00,Thursday,YONGE BD STATION,MUSC,0,0,E,BD,5192,LINE 2,Miscellaneous Speed Control,NO MATCH
1/29/2016 8:32:00,Friday,YONGE SHP STATION,MUIR,3,8,E,SHP,5090,LINE 4,Injured or ill Customer (On Train) - Medical Aid Refused,NO MATCH
1/31/2016 8:10:00,Sunday,YONGE SHP STATION,SUG,5,10,E,SHP,5292,LINE 4,Graffiti / Scratchiti,NO MATCH
2/1/2016 7:40:00,Monday,YONGE SHP STATION,MUPAA,0,0,E,SHP,5054,LINE 4,Passenger Assistance Alarm Activated - No Trouble Found,NO MATCH
2/3/2016 11:11:00,Wednesday,YONGE BD STATION,PUTIJ,4,7,W,BD,5344,LINE 2,Insulated Joint Related Problem,NO MATCH
2/3/2016 12:23:00,Wednesday,YONGE BD STATION,PUTIJ,16,19,W,BD,0,LINE 2,Insulated Joint Related Problem,NO MATCH
