date,tavg,tmin,tmax,prcp,wdir,wspd
2023-04-02 0:00:00,-1.3,-5.5,1.8,0,193,20
2023-04-03 0:00:00,7.1,0.9,15.9,1.2,207,20
2023-04-04 0:00:00,6.7,4.3,10.6,3.1,86,19.7
2023-04-05 0:00:00,8.6,4.3,15.8,17.6,111,30.9
2023-04-06 0:00:00,9.9,5.5,14.9,1.4,257,26.1
2023-04-07 0:00:00,2.8,-1.5,7.1,0,314,22.7
2023-04-08 0:00:00,0.7,-5,5.3,0,25,9.9
2023-04-09 0:00:00,3.3,-2.8,8.5,0,109,8.9
2023-04-10 0:00:00,8.1,0.1,15.6,0,219,20
2023-04-11 0:00:00,14,6.7,21.3,0,250,27.7
2023-04-12 0:00:00,15.7,8,24.2,0,232,21.3
2023-04-13 0:00:00,18.5,13.3,24.5,0,232,27.3
2023-04-14 0:00:00,15.8,9.9,22.7,0,192,12.9
2023-04-15 0:00:00,14.1,9.5,19,0,90,11.6
2023-04-16 0:00:00,13.2,7.5,19.5,2.2,111,14.7
2023-04-17 0:00:00,6.9,3,11.7,3.1,217,29.6
2023-04-18 0:00:00,3.7,2.1,5.7,0,253,30.9
2023-04-19 0:00:00,5.1,1.3,9.9,0,269,23
2023-04-20 0:00:00,5.3,3.2,8.1,11.1,67,23.6
2023-04-21 0:00:00,10.3,5.5,17.9,8.1,80,18.6
2023-04-22 0:00:00,9.1,6.9,11.5,17,338,16.4
2023-04-23 0:00:00,6.6,3.3,9.8,0.2,245,20
2023-04-24 0:00:00,4.1,0.1,8.1,2.4,273,11.9
2023-04-25 0:00:00,5,0.9,9.5,0.2,233,18.4
2023-04-26 0:00:00,4.8,0.2,9,0.2,274,12.7
2023-04-27 0:00:00,5.8,0.2,10.9,0,66,13.7
2023-04-28 0:00:00,7.9,5.1,10.5,9.5,76,25.8
2023-04-29 0:00:00,7.5,5.8,10.2,7.5,109,27.2
2023-04-30 0:00:00,8.4,6,10.9,6.7,100,17.3
2023-05-01 0:00:00,7.5,4.9,10,1,228,26
2023-05-02 0:00:00,5.3,3.8,6.7,6.2,222,19.2
2023-05-03 0:00:00,6.4,3.1,9.2,9.8,351,16.5
2023-05-04 0:00:00,8,5.3,11.5,4.9,37,10.2
2023-05-05 0:00:00,8.6,5.6,12.8,0,107,9.2
2023-05-06 0:00:00,10.6,3.2,16.5,0,264,7.1
2023-05-07 0:00:00,10.6,7.4,12.3,7.1,56,9.7
2023-05-08 0:00:00,13.3,8.3,18.1,0.4,337,17.9
